TrueR2 Study_Q EstR2_O AsymSE_O Bias_O CP_O TrueR2_S CorM REFE FE_Estimate FE_SE FE_Bias FE_CP DL_Estimate DL_SE DL_Bias DL_CP HE_Estimate HE_SE HE_Bias HE_CP HSk_Estimate HSk_SE HSk_Bias HSk_CP SJ_Estimate SJ_SE SJ_Bias SJ_CP ML_Estimate ML_SE ML_Bias ML_CP REML_Estimate REML_SE REML_Bias REML_CP EB_Estimate EB_SE EB_Bias EB_CP PM_Estimate PM_SE PM_Bias PM_CP PMM_Estimate PMM_SE PMM_Bias PMM_CP SampleSize Seed SplitProp Meds
0.379414338412224 10 -999 -999 -999 -999 0.29_0.59_0_0_0.15_0.14_0.27_0.19_0.15_0.58 3 RE 0.0337161963695736 0.00235933771865196 -0.34569814204265 0 0.232233572245864 0.0510116847993485 -0.14718076616636 0 0.232472908891896 0.0650216233851304 -0.146941429520328 0 0.231764893335566 0.0386105263683555 -0.147649445076658 0 0.232473189147369 0.0650454992969116 -0.146941149264854 0 0.232431725768006 0.0617771512625708 -0.146982612644218 0 0.232473935623374 0.0651092235928344 -0.14694040278885 0 0.232473423952369 0.0650655235373867 -0.146940914459855 0 0.232473586618095 0.0650794066457918 -0.146940751794129 0 0.232501208423193 0.0675750951774485 -0.14691312998903 0 12000 2024 0.1_0.1_0.1_0.1_0.1_0.1_0.1_0.1_0.1_0.1 150_150_150_1050
0.379414338412224 10 -999 -999 -999 -999 0.04_0.63_0.15_0.47_0.02_0.49_0.03_0.82_0.64_0.41 3 RE 0.284928746407493 0.00408269787054045 -0.094485592004731 0 0.363994575101758 0.109570949148171 -0.0154197633104659 1 0.36394846420887 0.0900282176219395 -0.0154658742033534 1 0.363987317013856 0.105641542287293 -0.0154270213983682 1 0.363948619612139 0.0900775320193274 -0.0154657188000843 1 0.363933147099222 0.0855327547856896 -0.0154811913130014 1 0.363948836140062 0.0901463787094183 -0.0154655022721621 1 0.363948650653668 0.0900873922098936 -0.0154656877585559 1 0.363948679941529 0.0900966983299099 -0.0154656584706949 1 0.363958952489811 0.0935504141428051 -0.0154553859224125 1 12000 2024 0.1_0.1_0.1_0.1_0.1_0.1_0.1_0.1_0.1_0.1 150_150_150_1050
0.379414338412224 10 -999 -999 -999 -999 0.26_0.9_0.51_0.4_0.61_0.52_0.06_0.08_0.12_0.15 3 RE 0.593548664508463 0.00411944435215348 0.214134326096239 0 0.355893577065044 0.131971891193373 -0.0235207613471795 1 0.3559746060023 0.0865693756276043 -0.0234397324099233 1 0.355911212820202 0.116251326019433 -0.0235031255920215 1 0.355974359575068 0.0866442754335548 -0.0234399788371557 1 0.355989762158678 0.0823076908557054 -0.0234245762535456 1 0.355974042544551 0.0867409228908979 -0.0234402958676724 1 0.355974323442266 0.0866552741913112 -0.0234400149699573 1 0.355974346454741 0.0866482687494614 -0.0234399919574824 1 0.355963923814982 0.0900075037947727 -0.0234504145972417 1 12000 2024 0.1_0.1_0.1_0.1_0.1_0.1_0.1_0.1_0.1_0.1 150_150_150_1050
0.379414338412224 10 -999 -999 -999 -999 0.24_0.36_0.43_0.19_0.16_0.67_0.18_0.31_0.36_0.01 3 RE 0.180551778796332 0.00470999598341425 -0.198862559615892 0 0.281322829589722 0.0770823225678753 -0.0980915088225022 1 0.28125372097165 0.0590628671633584 -0.098160617440574 1 0.281301402435032 0.0698268647157587 -0.098112935977192 1 0.281254242513596 0.0591547583936638 -0.098160095898628 1 0.281236602341674 0.0562682483984852 -0.0981777360705499 1 0.281254989743151 0.059287173604056 -0.0981593486690727 1 0.281254358988784 0.0591753396894838 -0.0981599794234395 1 0.281254345812437 0.0591730103234624 -0.0981599925997869 1 0.281266503524473 0.0614484095112339 -0.0981478348877511 1 12000 2024 0.1_0.1_0.1_0.1_0.1_0.1_0.1_0.1_0.1_0.1 150_150_150_1050
0.379414338412224 10 -999 -999 -999 -999 0.18_0.03_0.51_0.32_0.02_0_0.54_0.14_0.74_0.46 3 RE 0.0135536588272461 0.00116881802994163 -0.365860679584978 0 0.288889226408027 0.0748964306793439 -0.0905251120041971 1 0.288939474350119 0.0810862011483676 -0.0904748640621053 1 0.286911165861638 0.0289938324510064 -0.0925031725505862 0 0.288939838403206 0.0811368312198481 -0.0904745000090176 1 0.288908150500684 0.0770568401499191 -0.0905061879115397 1 0.288940372320728 0.081211257381153 -0.0904739660914955 1 0.288939924807382 0.0811488617194318 -0.0904744136048415 1 0.288939933414436 0.0811500604181961 -0.0904744049977876 1 0.288961129403366 0.0842742586441066 -0.0904532090088574 1 12000 2024 0.1_0.1_0.1_0.1_0.1_0.1_0.1_0.1_0.1_0.1 150_150_150_1050
0.379414338412224 10 -999 -999 -999 -999 0.16_0.56_0.66_0.67_0.5_0.15_0.02_0.78_0.29_0.09 3 RE 0.403459644975546 0.00480871623224112 0.0240453065633225 0 0.384612497667038 0.102768566405731 0.00519815925481415 1 0.38462488897014 0.0879865816601884 0.00521055055791619 1 0.384613598584283 0.10114486674824 0.00519926017205929 1 0.384624860163288 0.0880138966525068 0.00521052175106451 1 0.384629941714152 0.083556528963708 0.00521560330192788 1 0.384624803848203 0.0880673688779606 0.00521046543597964 1 0.384624846340016 0.0880270130822987 0.00521050792779182 1 0.384624854252819 0.0880195041762437 0.00521051584059545 1 0.384621460681906 0.0914277672604938 0.00520712226968262 1 12000 2024 0.1_0.1_0.1_0.1_0.1_0.1_0.1_0.1_0.1_0.1 150_150_150_1050
0.379414338412224 10 -999 -999 -999 -999 0.72_0.61_0.11_0.38_0.79_0.35_0.62_0_0.78_0.02 3 RE 0.370303068740964 0.00397341287701297 -0.0091112696712593 0 0.437043347094237 0.121606237941537 0.0576290086820132 1 0.437038957817091 0.0984440992679705 0.0576246194048676 1 0.437042799859441 0.117786781294697 0.0576284614472168 1 0.43703897028956 0.0984920627827888 0.0576246318773362 1 0.437037568008291 0.0935105131380129 0.0576232295960669 1 0.437038986972713 0.0985563308969389 0.0576246485604896 1 0.437038972430311 0.0985003023574868 0.0576246340180872 1 0.437038973271769 0.0985035416413429 0.0576246348595456 1 0.437039904355301 0.102301272373361 0.0576255659430776 1 12000 2024 0.1_0.1_0.1_0.1_0.1_0.1_0.1_0.1_0.1_0.1 150_150_150_1050
0.379414338412224 10 -999 -999 -999 -999 0.81_0.02_0.01_0.26_0.55_0.01_0.26_0.26_0.03_0.43 3 RE 0.0773363292900744 0.00248734437679338 -0.302078009122149 0 0.257425764497629 0.0762384452393849 -0.121988573914594 1 0.257484528019353 0.0844579458120556 -0.121929810392871 1 0.257341220227796 0.0677532371348669 -0.122073118184427 1 0.257484957683892 0.0845282281524053 -0.121929380728332 1 0.257456983445658 0.0802890969512805 -0.121957354966566 1 0.257485485937891 0.0846148787463862 -0.121928852474332 1 0.257485009052864 0.0845366426019725 -0.12192932935936 1 0.257484974868919 0.0845310428504144 -0.121929363543305 1 0.257503772710753 0.0877896177745886 -0.121910565701471 1 12000 2024 0.1_0.1_0.1_0.1_0.1_0.1_0.1_0.1_0.1_0.1 150_150_150_1050
0.379414338412224 10 -999 -999 -999 -999 0.29_0.3_0_0.76_0.09_0.48_0.76_0_0.53_0.13 3 RE 0.0887973990493251 0.00246904767135275 -0.290616939362899 0 0.33101794737553 0.0882855457603525 -0.0483963910366933 1 0.331019632455306 0.088765642045015 -0.0483947059569179 1 0.330934507249735 0.071294804778246 -0.0484798311624892 1 0.33101985640873 0.0888300421204102 -0.0483944820034937 1 0.33100308665714 0.084364603183758 -0.0484112517550833 1 0.331020140559083 0.0889119552321711 -0.0483941978531406 1 0.331019887367456 0.0888389556854821 -0.048394451044768 1 0.331019867316234 0.0888331822766401 -0.0483944710959897 1 0.331031135049639 0.0922671560107613 -0.0483832033625849 1 12000 2024 0.1_0.1_0.1_0.1_0.1_0.1_0.1_0.1_0.1_0.1 150_150_150_1050
0.379414338412224 10 -999 -999 -999 -999 0.75_0.17_0.39_0.75_0_0.29_0.31_0.78_0.02_0.18 3 RE 0.0256015797300807 0.00112298590832104 -0.353812758682143 0 0.362628826276988 0.119969459822686 -0.0167855121352359 1 0.362658122213679 0.0933937354500575 -0.0167562161985446 1 0.36292599207964 0.0431505888959307 -0.0164883463325837 1 0.362658005892743 0.0934670234567437 -0.0167563325194806 1 0.362666047024939 0.0887710071381225 -0.0167482913872845 1 0.362657866539197 0.0935550490896012 -0.0167564718730266 1 0.362657993939767 0.0934745641381492 -0.0167563444724566 1 0.362658017704186 0.0934595738426527 -0.0167563207080375 1 0.362652591701068 0.097080073683091 -0.0167617467111554 1 12000 2024 0.1_0.1_0.1_0.1_0.1_0.1_0.1_0.1_0.1_0.1 150_150_150_1050
