TrueR2 Study_Q TrueR2_S CorM REFE FE_Estimate FE_SE FE_Bias FE_CP SampleSize Seed SplitProp Meds
0.509504078617262 2 0.51_0.51 1 FE 0.520372215930572 0.013142403953021 0.0108681373133102 1 3000 2024 0.5_0.5 15_0_0_4985
0.509504078617262 2 0.51_0.51 1 FE 0.514500643244751 0.0126642393725553 0.00499656462748921 1 3000 2024 0.5_0.5 15_0_0_4985
0.509504078617262 2 0.51_0.51 1 FE 0.503725515787809 0.012828623227787 -0.00577856282945322 1 3000 2024 0.5_0.5 15_0_0_4985
0.509504078617262 2 0.51_0.51 1 FE 0.504827908694695 0.0127325444258406 -0.00467616992256703 1 3000 2024 0.5_0.5 15_0_0_4985
0.509504078617262 2 0.51_0.51 1 FE 0.520411013394132 0.0125639056135741 0.0109069347768699 1 3000 2024 0.5_0.5 15_0_0_4985
0.509504078617262 2 0.51_0.51 1 FE 0.516029812222474 0.0125893036463619 0.00652573360521225 1 3000 2024 0.5_0.5 15_0_0_4985
0.509504078617262 2 0.51_0.51 1 FE 0.499482846913387 0.0129966560316671 -0.0100212317038748 1 3000 2024 0.5_0.5 15_0_0_4985
0.509504078617262 2 0.51_0.51 1 FE 0.500874579321098 0.0128531337076924 -0.00862949929616397 1 3000 2024 0.5_0.5 15_0_0_4985
0.509504078617262 2 0.51_0.51 1 FE 0.512173361781962 0.0121720414440626 0.00266928316469994 1 3000 2024 0.5_0.5 15_0_0_4985
0.509504078617262 2 0.51_0.51 1 FE 0.525796913321508 0.012179716683152 0.0162928347042461 1 3000 2024 0.5_0.5 15_0_0_4985
0.509504078617262 2 0.51_0.51 1 FE 0.495734330477242 0.012685228670338 -0.0137697481400202 1 3000 2024 0.5_0.5 15_0_0_4985
0.509504078617262 2 0.51_0.51 1 FE 0.510726763174185 0.0127124943310518 0.0012226845569232 1 3000 2024 0.5_0.5 15_0_0_4985
0.509504078617262 2 0.51_0.51 1 FE 0.494562699000947 0.0128844572410382 -0.0149413796163156 1 3000 2024 0.5_0.5 15_0_0_4985
0.509504078617262 2 0.51_0.51 1 FE 0.524472368191659 0.0126907777206403 0.0149682895743963 1 3000 2024 0.5_0.5 15_0_0_4985
0.509504078617262 2 0.51_0.51 1 FE 0.504516257003668 0.0128964460158553 -0.0049878216135939 1 3000 2024 0.5_0.5 15_0_0_4985
