TrueR2 Study_Q TrueR2_S CorM REFE FE_Estimate FE_SE FE_Bias FE_CP SampleSize Seed SplitProp Meds
0.332677043748271 3 0.33_0.33_0.33 3 FE 0.335550784275383 0.0137579811641109 0.00287374052711226 1 3000 2024 0.333_0.333_0.333 150_150_150_1050
0.332677043748271 3 0.33_0.33_0.33 3 FE 0.337199879444749 0.014106512369837 0.00452283569647849 1 3000 2024 0.333_0.333_0.333 150_150_150_1050
0.332677043748271 3 0.33_0.33_0.33 3 FE 0.314361825531199 0.0137172435184968 -0.0183152182170712 1 3000 2024 0.333_0.333_0.333 150_150_150_1050
0.332677043748271 3 0.33_0.33_0.33 3 FE 0.323547170932165 0.0144372619888441 -0.00912987281610605 1 3000 2024 0.333_0.333_0.333 150_150_150_1050
0.332677043748271 3 0.33_0.33_0.33 3 FE 0.311510009732373 0.0140376352251853 -0.0211670340158974 1 3000 2024 0.333_0.333_0.333 150_150_150_1050
0.332677043748271 3 0.33_0.33_0.33 3 FE 0.319859920880195 0.014443682582006 -0.0128171228680755 1 3000 2024 0.333_0.333_0.333 150_150_150_1050
0.332677043748271 3 0.33_0.33_0.33 3 FE 0.314807530959782 0.0134524998690943 -0.0178695127884886 1 3000 2024 0.333_0.333_0.333 150_150_150_1050
0.332677043748271 3 0.33_0.33_0.33 3 FE 0.311663669226073 0.0143857662387725 -0.0210133745221975 1 3000 2024 0.333_0.333_0.333 150_150_150_1050
0.332677043748271 3 0.33_0.33_0.33 3 FE 0.31801757778975 0.0138640677764674 -0.0146594659585209 1 3000 2024 0.333_0.333_0.333 150_150_150_1050
0.332677043748271 3 0.33_0.33_0.33 3 FE 0.328938769881211 0.0141836417295017 -0.00373827386705988 1 3000 2024 0.333_0.333_0.333 150_150_150_1050
0.332677043748271 3 0.33_0.33_0.33 3 FE 0.35167894199286 0.0139848691062865 0.0190018982445894 1 3000 2024 0.333_0.333_0.333 150_150_150_1050
0.332677043748271 3 0.33_0.33_0.33 3 FE 0.317863895243443 0.0137073293876891 -0.0148131485048278 1 3000 2024 0.333_0.333_0.333 150_150_150_1050
0.332677043748271 3 0.33_0.33_0.33 3 FE 0.317022708466576 0.0140828640740272 -0.0156543352816949 1 3000 2024 0.333_0.333_0.333 150_150_150_1050
0.332677043748271 3 0.33_0.33_0.33 3 FE 0.307454000119502 0.013905653983017 -0.0252230436287681 1 3000 2024 0.333_0.333_0.333 150_150_150_1050
0.332677043748271 3 0.33_0.33_0.33 3 FE 0.309039990633896 0.0147098128558684 -0.0236370531143749 1 3000 2024 0.333_0.333_0.333 150_150_150_1050
0.332677043748271 3 0.33_0.33_0.33 3 FE 0.315268881090613 0.0141293904344219 -0.0174081626576574 1 3000 2024 0.333_0.333_0.333 150_150_150_1050
0.332677043748271 3 0.33_0.33_0.33 3 FE 0.333947174046841 0.0135881709510112 0.00127013029857054 1 3000 2024 0.333_0.333_0.333 150_150_150_1050
0.332677043748271 3 0.33_0.33_0.33 3 FE 0.331822408935282 0.0140542177517211 -0.000854634812988864 1 3000 2024 0.333_0.333_0.333 150_150_150_1050
0.332677043748271 3 0.33_0.33_0.33 3 FE 0.347931702957897 0.0140439027424992 0.015254659209626 1 3000 2024 0.333_0.333_0.333 150_150_150_1050
0.332677043748271 3 0.33_0.33_0.33 3 FE 0.357615001633848 0.0143147660409577 0.024937957885577 1 3000 2024 0.333_0.333_0.333 150_150_150_1050
0.332677043748271 3 0.33_0.33_0.33 3 FE 0.320437205576342 0.0141920035516113 -0.0122398381719284 1 3000 2024 0.333_0.333_0.333 150_150_150_1050
0.332677043748271 3 0.33_0.33_0.33 3 FE 0.346166811071523 0.0144478757530143 0.0134897673232524 1 3000 2024 0.333_0.333_0.333 150_150_150_1050
0.332677043748271 3 0.33_0.33_0.33 3 FE 0.343071265777331 0.0142243412989027 0.0103942220290601 1 3000 2024 0.333_0.333_0.333 150_150_150_1050
0.332677043748271 3 0.33_0.33_0.33 3 FE 0.32870189786283 0.0141636589344796 -0.00397514588544079 1 3000 2024 0.333_0.333_0.333 150_150_150_1050
0.332677043748271 3 0.33_0.33_0.33 3 FE 0.340051687283617 0.0141992739837951 0.00737464353534678 1 3000 2024 0.333_0.333_0.333 150_150_150_1050
0.332677043748271 3 0.33_0.33_0.33 3 FE 0.355741465351287 0.0140819875686051 0.0230644216030169 1 3000 2024 0.333_0.333_0.333 150_150_150_1050
