TrueR2 Study_Q EstR2_O AsymSE_O Bias_O CP_O TrueR2_S CorM REFE FE_Estimate FE_SE FE_Bias FE_CP DL_Estimate DL_SE DL_Bias DL_CP HE_Estimate HE_SE HE_Bias HE_CP HSk_Estimate HSk_SE HSk_Bias HSk_CP SJ_Estimate SJ_SE SJ_Bias SJ_CP ML_Estimate ML_SE ML_Bias ML_CP REML_Estimate REML_SE REML_Bias REML_CP EB_Estimate EB_SE EB_Bias EB_CP PM_Estimate PM_SE PM_Bias PM_CP PMM_Estimate PMM_SE PMM_Bias PMM_CP SampleSize Seed SplitProp Meds
0.379957202844248 8 -999 -999 -999 -999 0.32_0_0_0.71_0.59_0.08_0.39_0.48 1 RE 0.0383674539074724 0.00190977274121536 -0.341589748936775 0 0.317009516620532 0.0700134317983658 -0.0629476862237152 1 0.317249589318536 0.0954710094731016 -0.0627076135257116 1 0.316636844978767 0.053463914993396 -0.0633203578654805 1 0.317249853127359 0.0955161871996844 -0.0627073497168888 1 0.317210591494998 0.0894256776563023 -0.0627466113492495 1 0.31725024860556 0.0955840341058987 -0.0627069542386875 1 0.317249919859794 0.0955276254366623 -0.0627072829844538 1 0.317249878636112 0.0955205590275843 -0.0627073242081353 1 0.31727599637636 0.100339332786622 -0.0626812064678877 1 12000 2024 0.125_0.125_0.125_0.125_0.125_0.125_0.125_0.125 150_150_150_1050
0.379957202844248 8 -999 -999 -999 -999 0.83_0.1_0.31_0.59_0.19_0.51_0.01_0.56 1 RE 0.332296127028625 0.00378124619784139 -0.0476610758156225 0 0.394487653499682 0.14710742850774 0.0145304506554347 1 0.394492898419506 0.0996590498775903 0.0145356955752583 1 0.394488628659328 0.133269334272684 0.0145314258150803 1 0.394492887972909 0.0997130135735032 0.0145356851286613 1 0.394494243117992 0.0933622905935578 0.0145370402737447 1 0.394492873127587 0.0997898491212109 0.014535670283339 1 0.394492885749264 0.0997245113982617 0.0145356829050166 1 0.394492886694303 0.0997196243920339 0.0145356838500557 1 0.394491987415593 0.104718608030718 0.0145347845713458 1 12000 2024 0.125_0.125_0.125_0.125_0.125_0.125_0.125_0.125 150_150_150_1050
0.379957202844248 8 -999 -999 -999 -999 0.17_0.55_0.68_0.65_0.47_0.17_0.02_0.79 1 RE 0.320231615825749 0.0039873348067993 -0.0597255870184984 0 0.439503478733882 0.134519537491907 0.0595462758896346 1 0.439510543646651 0.0978788016732724 0.0595533408024031 1 0.439505054960396 0.122948882278562 0.0595478521161483 1 0.439510532983346 0.097913860191008 0.0595533301390981 1 0.439512627900168 0.0916603967702875 0.0595554250559207 1 0.439510514316869 0.0979753200329012 0.0595533114726212 1 0.439510528964046 0.0979270842884244 0.0595533261197985 1 0.439510531488738 0.0979187770626267 0.0595533286444905 1 0.439509137028235 0.102847854349737 0.0595519341839874 1 12000 2024 0.125_0.125_0.125_0.125_0.125_0.125_0.125_0.125 150_150_150_1050
0.379957202844248 8 -999 -999 -999 -999 0.06_0.72_0.16_0_0.54_0.75_0.09_0.44 1 RE 0.0977509797603316 0.00254435940544131 -0.282206223083916 0 0.34098729321213 0.122537877456421 -0.0389699096321182 1 0.34096564650127 0.107001605271838 -0.038991556342978 1 0.340908176046862 0.0838121140587911 -0.0390490267973855 1 0.340965680588196 0.107021614224916 -0.0389915222560518 1 0.340952761035474 0.100158488970587 -0.0390044418087739 1 0.340965754295725 0.107064918851987 -0.0389914485485223 1 0.340965700468868 0.107033289328787 -0.0389915023753795 1 0.340965698157936 0.107031932016365 -0.0389915046863118 1 0.340974210092417 0.112411858241872 -0.0389829927518303 1 12000 2024 0.125_0.125_0.125_0.125_0.125_0.125_0.125_0.125 150_150_150_1050
0.379957202844248 8 -999 -999 -999 -999 0.69_0.73_0.41_0.22_0.48_0.12_0.33_0.07 1 RE 0.433561477660031 0.00543667879555299 0.0536042748157836 0 0.391271896781933 0.100339059734531 0.0113146939376856 1 0.391299685816499 0.0874063359440707 0.0113424829722516 1 0.391274082544502 0.0991073977826891 0.0113168797002545 1 0.39129959112288 0.0874422552465366 0.0113423882786322 1 0.391315778608342 0.0818796936235249 0.0113585757640945 1 0.391299393682485 0.0875172916307863 0.0113421908382377 1 0.391299539410031 0.0874618897859036 0.0113423365657834 1 0.39129949034393 0.0874805316653725 0.0113422874996825 1 0.39128879062041 0.0918554025241459 0.0113315877761626 1 12000 2024 0.125_0.125_0.125_0.125_0.125_0.125_0.125_0.125 150_150_150_1050
0.379957202844248 8 -999 -999 -999 -999 0.04_0.33_0.51_0.07_0.6_0.05_0.01_0.59 1 RE 0.123368339403332 0.00370903895475691 -0.256588863440916 0 0.2748174740019 0.0823566331441523 -0.105139728842348 1 0.274925471338427 0.0955984274288688 -0.105031731505821 1 0.274762201389919 0.0774083250047313 -0.105195001454329 1 0.274925428757559 0.0955918796026984 -0.105031774086689 1 0.274881236921727 0.0894454645930972 -0.10507596592252 1 0.274925601445814 0.0956184428935063 -0.105031601398434 1 0.274925536747885 0.0956084883191508 -0.105031666096363 1 0.274925490344346 0.0956013504777722 -0.105031712499902 1 0.274954640713308 0.100427234561914 -0.10500256213094 1 12000 2024 0.125_0.125_0.125_0.125_0.125_0.125_0.125_0.125 150_150_150_1050
0.379957202844248 8 -999 -999 -999 -999 0.19_0.73_0.56_0.44_0.69_0.67_0.42_0.08 1 RE 0.522214896994829 0.00526840870373926 0.142257694150581 0 0.473473343366462 0.0877421618939866 0.0935161405222142 1 0.473490721701664 0.0834843783382335 0.093533518857416 1 0.473476677124455 0.0868748154270846 0.0935194742802076 1 0.473490682868626 0.08349321217192 0.0935334800243784 1 0.473516588146924 0.0781584324760305 0.0935593853026761 1 0.47349045054035 0.0835461214612598 0.093533247696102 1 0.473490585828667 0.0835152993330151 0.0935333829844198 1 0.473490609858028 0.0835098284016749 0.0935334070137808 1 0.473473395977219 0.0877282715847102 0.0935161931329712 1 12000 2024 0.125_0.125_0.125_0.125_0.125_0.125_0.125_0.125 150_150_150_1050
0.379957202844248 8 -999 -999 -999 -999 0.69_0.16_0.42_0.74_0.2_0.32_0.07_0.58 1 RE 0.425496319173805 0.00539160343390207 0.0455391163295578 0 0.387497749920705 0.102450057622712 0.00754054707645713 1 0.387528310600771 0.0891204378528309 0.00757110775652359 1 0.387500243845247 0.101131741866082 0.0075430410009994 1 0.387528221554979 0.0891520368401318 0.00757101871073174 1 0.387545886109786 0.0834734612572652 0.00758868326553852 1 0.387528023668125 0.0892223800447453 0.00757082082387772 1 0.387528166834197 0.0891714718769457 0.00757096398994944 1 0.387528148103346 0.089178127387546 0.00757094525909863 1 0.387516449043494 0.0936511973016645 0.00755924619924603 1 12000 2024 0.125_0.125_0.125_0.125_0.125_0.125_0.125_0.125 150_150_150_1050
0.379957202844248 8 -999 -999 -999 -999 0.25_0.48_0.15_0.1_0.06_0.65_0.3_0.09 1 RE 0.221433634708816 0.00527473054726793 -0.158523568135432 0 0.261468372134184 0.0820843203882816 -0.118488830710064 1 0.261450751468998 0.0774982906413518 -0.11850645137525 1 0.261464348655591 0.0809655915406255 -0.118492854188656 1 0.261450787816199 0.0775069732672929 -0.118506415028049 1 0.261427933166777 0.0725636974707944 -0.11852926967747 1 0.261451028189874 0.0775644674072115 -0.118506174654374 1 0.261450890106175 0.0775314240028247 -0.118506312738072 1 0.261450935440254 0.0775422677783107 -0.118506267403994 1 0.261466022706697 0.0814254729168602 -0.118491180137551 1 12000 2024 0.125_0.125_0.125_0.125_0.125_0.125_0.125_0.125 150_150_150_1050
0.379957202844248 8 -999 -999 -999 -999 0.72_0.26_0.11_0.58_0.01_0.69_0.34_0.67 1 RE 0.167307203159114 0.00331720116074661 -0.212649999685134 0 0.415775299119002 0.133360781313893 0.0358180962747546 1 0.41576216482539 0.0973009647944748 0.0358049619811422 1 0.415764977525128 0.102531535663653 0.0358077746808806 1 0.415762190109131 0.0973443912176082 0.0358049872648835 1 0.415758191867889 0.0911394453133927 0.0358009890236416 1 0.415762231620836 0.0974158197798812 0.0358050287765883 1 0.41576219828875 0.0973584530090543 0.0358049954445024 1 0.415762193583756 0.097350363770191 0.0358049907395084 1 0.415764837797032 0.102250997298097 0.035807634952784 1 12000 2024 0.125_0.125_0.125_0.125_0.125_0.125_0.125_0.125 150_150_150_1050
