TrueR2 Study_Q TrueR2_S CorM REFE FE_Estimate FE_SE FE_Bias FE_CP SampleSize Seed SplitProp Meds
0.757493356684224 1 0.76 1 FE 0.753047350147364 0.00754984992712811 -0.00444600653685989 1 3000 2024 1 150_150_0_4700
0.757493356684224 1 0.76 1 FE 0.760179367623571 0.00767590072912265 0.00268601093934673 1 3000 2024 1 150_150_0_4700
0.757493356684224 1 0.76 1 FE 0.762003391545234 0.00746065308027451 0.00451003486100987 1 3000 2024 1 150_150_0_4700
0.757493356684224 1 0.76 1 FE 0.765936786331717 0.00756423031356969 0.00844342964749289 1 3000 2024 1 150_150_0_4700
0.757493356684224 1 0.76 1 FE 0.768386740049026 0.00737805702649805 0.0108933833648025 1 3000 2024 1 150_150_0_4700
0.757493356684224 1 0.76 1 FE 0.757556072467589 0.00767431966084203 6.27157833648084e-05 1 3000 2024 1 150_150_0_4700
0.757493356684224 1 0.76 1 FE 0.762429182450441 0.0075731422866288 0.00493582576621732 1 3000 2024 1 150_150_0_4700
0.757493356684224 1 0.76 1 FE 0.769929703169623 0.00738942404739761 0.012436346485399 1 3000 2024 1 150_150_0_4700
0.757493356684224 1 0.76 1 FE 0.756195768042945 0.00780635556436868 -0.00129758864127916 1 3000 2024 1 150_150_0_4700
0.757493356684224 1 0.76 1 FE 0.75839573680615 0.00771142108844129 0.000902380121926338 1 3000 2024 1 150_150_0_4700
0.757493356684224 1 0.76 1 FE 0.761004329934253 0.00763240062705098 0.00351097325002947 1 3000 2024 1 150_150_0_4700
0.757493356684224 1 0.76 1 FE 0.754431884454667 0.00770616368516498 -0.00306147222955699 1 3000 2024 1 150_150_0_4700
0.757493356684224 1 0.76 1 FE 0.75527256608359 0.0077263804033479 -0.00222079060063352 1 3000 2024 1 150_150_0_4700
0.757493356684224 1 0.76 1 FE 0.757539242293497 0.00782305674513841 4.58856092729887e-05 1 3000 2024 1 150_150_0_4700
0.757493356684224 1 0.76 1 FE 0.75480115870083 0.00766555176861772 -0.0026921979833936 1 3000 2024 1 150_150_0_4700
0.757493356684224 1 0.76 1 FE 0.761944998103401 0.00738474530985614 0.00445164141917709 1 3000 2024 1 150_150_0_4700
0.757493356684224 1 0.76 1 FE 0.757690119410444 0.00741751636459417 0.000196762726219823 1 3000 2024 1 150_150_0_4700
0.757493356684224 1 0.76 1 FE 0.763728602247124 0.00754781050396804 0.00623524556290045 1 3000 2024 1 150_150_0_4700
0.757493356684224 1 0.76 1 FE 0.747924236964132 0.00764291392424351 -0.00956911972009189 1 3000 2024 1 150_150_0_4700
0.757493356684224 1 0.76 1 FE 0.752927093235778 0.00774572599458324 -0.00456626344844602 1 3000 2024 1 150_150_0_4700
0.757493356684224 1 0.76 1 FE 0.754037820464961 0.00747829476133977 -0.00345553621926331 1 3000 2024 1 150_150_0_4700
0.757493356684224 1 0.76 1 FE 0.737751945561345 0.00831432449519614 -0.0197414111228792 0 3000 2024 1 150_150_0_4700
0.757493356684224 1 0.76 1 FE 0.760393362020741 0.00760496157565836 0.00290000533651713 1 3000 2024 1 150_150_0_4700
0.757493356684224 1 0.76 1 FE 0.762107118047558 0.00727818277498301 0.00461376136333458 1 3000 2024 1 150_150_0_4700
0.757493356684224 1 0.76 1 FE 0.750862262119409 0.00782033406875208 -0.00663109456481525 1 3000 2024 1 150_150_0_4700
0.757493356684224 1 0.76 1 FE 0.775838402216374 0.00733113818034425 0.0183450455321499 0 3000 2024 1 150_150_0_4700
0.757493356684224 1 0.76 1 FE 0.762846722601961 0.0072821057837249 0.00535336591773672 1 3000 2024 1 150_150_0_4700
0.757493356684224 1 0.76 1 FE 0.767783436468732 0.00736311951928722 0.0102900797845086 1 3000 2024 1 150_150_0_4700
0.757493356684224 1 0.76 1 FE 0.757384110397509 0.00777943519132864 -0.000109246286714715 1 3000 2024 1 150_150_0_4700
0.757493356684224 1 0.76 1 FE 0.769069336322762 0.00725847874362646 0.0115759796385385 1 3000 2024 1 150_150_0_4700
0.757493356684224 1 0.76 1 FE 0.746217459181311 0.00790917198964649 -0.011275897502913 1 3000 2024 1 150_150_0_4700
0.757493356684224 1 0.76 1 FE 0.738679992245369 0.00788950623470305 -0.0188133644388546 0 3000 2024 1 150_150_0_4700
0.757493356684224 1 0.76 1 FE 0.759401913923198 0.00736356056170465 0.00190855723897454 1 3000 2024 1 150_150_0_4700
0.757493356684224 1 0.76 1 FE 0.767845008959954 0.0075562751233031 0.0103516522757303 1 3000 2024 1 150_150_0_4700
0.757493356684224 1 0.76 1 FE 0.764034511015556 0.00739406706959029 0.00654115433133173 1 3000 2024 1 150_150_0_4700
0.757493356684224 1 0.76 1 FE 0.754996121343712 0.00759019375126248 -0.00249723534051205 1 3000 2024 1 150_150_0_4700
0.757493356684224 1 0.76 1 FE 0.763164099831933 0.00737533228122094 0.00567074314770877 1 3000 2024 1 150_150_0_4700
0.757493356684224 1 0.76 1 FE 0.751763620831515 0.00787436629803889 -0.00572973585270886 1 3000 2024 1 150_150_0_4700
0.757493356684224 1 0.76 1 FE 0.754520203806275 0.00774393645557702 -0.0029731528779493 1 3000 2024 1 150_150_0_4700
0.757493356684224 1 0.76 1 FE 0.766281067083281 0.0074991417569147 0.00878771039905679 1 3000 2024 1 150_150_0_4700
